gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2812911775	112	88.39	1	112	1	112	4.4e-76	250	KO:K04651	hydrogenase nickel incorporation protein HypA/HybF		Yes
2812911776	83	85.19	1	81	1	81	4.3e-46	163	KO:K04653	hydrogenase expression/formation protein HypC		Yes
2812911777	287	94.43	1	287	1	287	0.0e+00	651	KO:K11209	GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	EC:1.8.4.-	Yes
2812911781	338	94.67	1	338	1	338	0.0e+00	734	KO:K02012	iron(III) transport system substrate-binding protein		Yes
2812911782	524	85.31	1	524	1	524	0.0e+00	1000	KO:K02011	iron(III) transport system permease protein		Yes
2812911783	344	80.12	1	342	1	342	0.0e+00	622	KO:K02010	iron(III) transport system ATP-binding protein [EC:3.6.3.30]	EC:3.6.3.30	Yes
2812911785	361	86.07	3	361	7	362	0.0e+00	728	KO:K01051	pectinesterase [EC:3.1.1.11]	EC:3.1.1.11	Yes
2812911791	259	84.94	1	259	1	259	0.0e+00	533	KO:K01575	acetolactate decarboxylase [EC:4.1.1.5]	EC:4.1.1.5	Yes
2812911792	559	92.13	1	559	1	559	0.0e+00	1170	KO:K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2812911793	256	96.48	1	256	1	256	0.0e+00	556	KO:K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	EC:1.1.1.-	Yes
2812911793	256	96.48	1	256	1	256	0.0e+00	556	KO:K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	EC:1.1.1.304	Yes
2812911793	256	96.48	1	256	1	256	0.0e+00	556	KO:K03366	meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]	EC:1.1.1.76	Yes
2812911795	517	86.76	1	506	1	506	0.0e+00	1030	KO:K16210	oligogalacturonide transporter		Yes
2812911796	345	96.23	1	345	1	345	0.0e+00	768	KO:K02040	phosphate transport system substrate-binding protein		Yes
2812911800	528	54.37	1	513	1	515	0.0e+00	601	KO:K03406	methyl-accepting chemotaxis protein		Yes
2812911805	238	95.8	1	238	1	238	0.0e+00	509	KO:K07150	uncharacterized protein		Yes
2812911806	711	94.94	1	711	1	711	0.0e+00	1580	KO:K01581	ornithine decarboxylase [EC:4.1.1.17]	EC:4.1.1.17	Yes
2812911807	230	91.3	1	230	1	230	0.0e+00	480	KO:K07702	two-component system, CitB family, response regulator CitB		Yes
2812911808	545	92.29	1	545	1	545	0.0e+00	1120	KO:K07700	two-component system, CitB family, cit operon sensor histidine kinase CitA [EC:2.7.13.3]	EC:2.7.13.3	Yes
2812911811	339	93.47	1	337	1	337	0.0e+00	736	KO:K01910	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	EC:6.2.1.22	Yes
2812911812	97	88.66	1	97	1	97	5.4e-56	192	KO:K01646	citrate lyase subunit gamma (acyl carrier protein)		Yes
2812911813	291	98.97	1	291	1	291	0.0e+00	642	KO:K01644	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	EC:4.1.3.34	Yes
2812911814	508	95.27	1	507	1	507	0.0e+00	1100	KO:K01643	citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	EC:2.8.3.10	Yes
2812911815	179	94.41	1	179	1	179	3.8e-129	408	KO:K05964	holo-ACP synthase [EC:2.7.7.61]	EC:2.7.7.61	Yes
2812911816	276	84	1	275	1	275	0.0e+00	523	KO:K05966	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	EC:2.4.2.52	Yes
2812911817	417	95.92	1	417	1	417	0.0e+00	913	KO:K03289	MFS transporter, NHS family, nucleoside permease		Yes
2812911818	360	93.06	1	360	1	360	0.0e+00	782	KO:K08306	membrane-bound lytic murein transglycosylase C		Yes
2812911820	349	93.41	1	349	1	349	0.0e+00	780	KO:K03575	A/G-specific adenine glycosylase [EC:3.2.2.-]	EC:3.2.2.-	Yes
2812911821	239	97.49	1	239	1	239	0.0e+00	554	KO:K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	EC:2.1.1.33	Yes
2812911822	108	95.37	1	108	1	108	1.1e-76	251	KO:K09923	uncharacterized protein		Yes
2812911825	378	94.44	1	378	1	378	0.0e+00	849	KO:K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.99.22]	EC:1.3.99.22	Yes
2812911826	197	92.39	1	197	1	197	1.6e-129	411	KO:K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	EC:3.6.1.66	Yes
2812911827	96	94.74	1	95	1	95	2.3e-60	204	KO:K09131	uncharacterized protein		Yes
2812911828	188	94.15	1	188	1	188	1.3e-127	404	KO:K02221	YggT family protein		Yes
2812911829	234	91.45	1	234	1	234	0.0e+00	481	KO:K06997	PLP dependent protein		Yes
2812911830	326	83.44	1	326	1	326	0.0e+00	612	KO:K02669	twitching motility protein PilT		Yes
2812911833	138	97.81	1	137	1	137	6.7e-95	306	KO:K07447	putative holliday junction resolvase [EC:3.1.-.-]	EC:3.1.-	Yes
2812911834	187	95.72	1	187	1	187	0.0e+00	414	KO:K07735	putative transcriptional regulator		Yes
2812911835	315	97.46	1	315	1	315	0.0e+00	712	KO:K01920	glutathione synthase [EC:6.3.2.3]	EC:6.3.2.3	Yes
2812911836	243	94.65	1	243	1	243	0.0e+00	528	KO:K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	EC:2.1.1.193	Yes
2812911837	232	91.81	1	232	1	232	0.0e+00	532	KO:K01150	deoxyribonuclease I [EC:3.1.21.1]	EC:3.1.21.1	Yes
2812911838	168	87.88	1	165	1	165	9.4e-113	360	KO:K02742	SprT protein		Yes
2812911839	464	97.63	1	464	1	464	0.0e+00	1040	KO:K08137	MFS transporter, SP family, galactose:H+ symporter		Yes
2812911840	383	98.17	1	383	1	383	0.0e+00	865	KO:K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	EC:2.5.1.6	Yes
2812911841	658	97.57	1	658	1	658	0.0e+00	1500	KO:K01585	arginine decarboxylase [EC:4.1.1.19]	EC:4.1.1.19	Yes
2812911844	252	94.44	1	252	1	252	0.0e+00	534	KO:K07387	putative metalloprotease [EC:3.4.24.-]	EC:3.4.24.-	Yes
2812911845	663	96.98	1	663	1	663	0.0e+00	1490	KO:K00615	transketolase [EC:2.2.1.1]	EC:2.2.1.1	Yes
2812911847	339	96.76	1	339	1	339	0.0e+00	747	KO:K03472	D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]	EC:1.2.1.72	Yes
2812911848	387	98.71	1	387	1	387	0.0e+00	846	KO:K00927	phosphoglycerate kinase [EC:2.7.2.3]	EC:2.7.2.3	Yes
2812911849	359	99.16	1	359	1	359	0.0e+00	826	KO:K01624	fructose-bisphosphate aldolase, class II [EC:4.1.2.13]	EC:4.1.2.13	Yes
2812911850	286	95.8	1	286	1	286	0.0e+00	595	KO:K03442	small conductance mechanosensitive channel		Yes
2812911851	202	90.59	1	202	10	211	0.0e+00	433	KO:K06895	L-lysine exporter family protein LysE/ArgO		Yes
2812911852	246	91.09	1	246	1	247	0.0e+00	493	KO:K09807	uncharacterized protein		Yes
2812911853	297	98.65	1	297	1	297	0.0e+00	668	KO:K05596	LysR family transcriptional regulator, chromosome initiation inhibitor		Yes
2812911854	219	96.8	1	219	1	219	0.0e+00	473	KO:K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]	EC:5.3.1.6	Yes
2812911855	410	96.34	1	410	1	410	0.0e+00	896	KO:K00058	D-3-phosphoglycerate dehydrogenase [EC:1.1.1.95]	EC:1.1.1.95	Yes
2812911856	198	90.4	1	198	1	198	0.0e+00	434	KO:K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	EC:6.3.3.2	Yes
2812911859	122	98.17	14	122	1	109	4.3e-72	240	KO:K09888	cell division protein ZapA		Yes
2812911860	194	94.85	1	194	1	194	0.0e+00	438	KO:K09895	uncharacterized protein		Yes
2812911861	437	93.36	1	437	1	437	0.0e+00	945	KO:K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	EC:3.4.11.9	Yes
2812911862	392	88.78	1	392	1	392	0.0e+00	806	KO:K03185	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]	EC:1.14.13.-	Yes
2812911863	400	94	1	400	1	400	0.0e+00	878	KO:K18800	2-octaprenylphenol hydroxylase [EC:1.14.13.-]	EC:1.14.13.-	Yes
2812911864	364	94.23	1	364	1	364	0.0e+00	787	KO:K00605	aminomethyltransferase [EC:2.1.2.10]	EC:2.1.2.10	Yes
2812911865	129	94.57	1	129	1	129	1.1e-85	279	KO:K02437	glycine cleavage system H protein		Yes
2812911866	957	96.24	1	957	1	957	0.0e+00	2110	KO:K00281	glycine dehydrogenase [EC:1.4.4.2]	EC:1.4.4.2	Yes
2812911868	248	82.26	1	248	1	248	0.0e+00	471	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2812911870	477	97.06	1	477	1	477	0.0e+00	1130	KO:K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	EC:3.2.1.86	Yes
2812911872	219	95.89	1	219	1	219	0.0e+00	476	KO:K11068	hemolysin III		Yes
2812911873	326	91.41	1	326	1	326	0.0e+00	687	KO:K06980	tRNA-modifying protein YgfZ		Yes
2812911874	88	95.45	1	88	1	88	7.8e-61	204	KO:K09159	antitoxin CptB		Yes
2812911875	138	89.13	1	138	1	138	1.0e-94	306	KO:K19168	toxin CptA		Yes
2812911876	173	95.93	1	172	1	172	1.4e-125	397	KO:K03840	flavodoxin II		Yes
2812911877	298	91.95	1	298	1	298	0.0e+00	628	KO:K04763	integrase/recombinase XerD		Yes
2812911878	237	93.25	1	237	1	237	0.0e+00	516	KO:K03981	thiol:disulfide interchange protein DsbC [EC:5.3.4.1]	EC:5.3.4.1	Yes
2812911879	577	96.01	1	577	1	577	0.0e+00	1270	KO:K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	EC:3.1.-	Yes
2812911880	293	98.63	1	293	73	365	0.0e+00	658	KO:K02836	peptide chain release factor 2		Yes
2812911881	505	98.22	1	505	1	505	0.0e+00	1130	KO:K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	EC:6.1.1.6	Yes
2812911882	183	77.09	1	179	1	179	1.1e-102	333	KO:K01823	isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	EC:5.3.3.2	Yes
2812911883	238	96.22	1	238	1	238	0.0e+00	515	KO:K07150	uncharacterized protein		Yes
2812911884	195	93.72	5	195	5	195	7.1e-128	406	KO:K03186	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	EC:4.1.1.98	Yes
2812911885	497	95.98	1	497	1	497	0.0e+00	1110	KO:K03182	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	EC:4.1.1.98	Yes
2812911887	240	86.19	3	240	9	244	0.0e+00	474	KO:K12943	lipoprotein YgeR		Yes
2812911891	92	100	1	92	1	92	9.0e-62	207	KO:K07483	transposase		Yes
2812911892	270	99.63	1	270	1	270	0.0e+00	639	KO:K07497	putative transposase		Yes
2812911897	704	82.53	1	704	1	704	0.0e+00	1360	KO:K13409	ATP-binding cassette, subfamily B, bacterial RaxB		Yes
2812911898	427	76.81	1	427	1	427	0.0e+00	770	KO:K13408	membrane fusion protein		Yes
2812911901	799	50	5	799	58	856	0.0e+00	941	KO:K07347	outer membrane usher protein		Yes
2812911904	185	48.62	5	185	3	171	1.6e-43	165	KO:K07345	major type 1 subunit fimbrin (pilin)		Yes
2812911905	380	44.72	10	368	8	365	8.0e-116	389	KO:K01992	ABC-2 type transport system permease protein		Yes
2812911906	303	56.52	1	298	1	299	5.0e-120	394	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2812911907	318	35.78	7	316	5	317	2.8e-63	232	KO:K01993	HlyD family secretion protein		Yes
2812911908	297	78.04	2	297	1	296	0.0e+00	536	KO:K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	EC:1.1.1.169	Yes
2812911911	90	98.89	1	90	1	90	3.8e-62	208	KO:K06975	uncharacterized protein		Yes
2812911913	444	96.17	1	444	1	444	0.0e+00	947	KO:K16321	high-affinity gluconate transporter		Yes
2812911914	355	94.07	1	354	1	354	0.0e+00	796	KO:K01686	mannonate dehydratase [EC:4.2.1.8]	EC:4.2.1.8	Yes
2812911916	70	98.57	1	70	1	70	4.5e-47	164	KO:K03704	cold shock protein (beta-ribbon, CspA family)		Yes
2812911923	373	88.2	1	373	1	373	0.0e+00	815	KO:K18850	50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	EC:1.14.11.47	Yes
2812911925	226	83.19	1	226	1	226	0.0e+00	425	KO:K07078	uncharacterized protein		Yes
2812911927	304	97.04	1	304	1	304	0.0e+00	679	KO:K04761	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator		Yes
2812911928	336	86.27	1	335	1	335	0.0e+00	706	KO:K01179	endoglucanase [EC:3.2.1.4]	EC:3.2.1.4	Yes
2812911929	309	93.2	1	309	1	309	0.0e+00	665	KO:K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	EC:2.7.7.9	Yes
2812911934	719	94.76	14	719	12	717	0.0e+00	1540	KO:K00694	cellulose synthase (UDP-forming) [EC:2.4.1.12]	EC:2.4.1.12	Yes
2812911938	380	96.32	1	380	1	380	0.0e+00	830	KO:K01758	cystathionine gamma-lyase [EC:4.4.1.1]	EC:4.4.1.1	Yes
2812911939	456	94.96	1	456	8	463	0.0e+00	987	KO:K01697	cystathionine beta-synthase [EC:4.2.1.22]	EC:4.2.1.22	Yes
2812911940	340	95.59	1	340	1	340	0.0e+00	729	KO:K02071	D-methionine transport system ATP-binding protein		Yes
2812911941	222	97.75	1	222	1	222	0.0e+00	472	KO:K02072	D-methionine transport system permease protein		Yes
2812911942	270	97.04	1	270	6	275	0.0e+00	598	KO:K02073	D-methionine transport system substrate-binding protein		Yes
2812911943	393	92.88	1	393	1	393	0.0e+00	823	KO:K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	EC:2.3.1.9	Yes
2812911945	391	96.68	1	391	1	391	0.0e+00	925	KO:K01730	oligogalacturonide lyase [EC:4.2.2.6]	EC:4.2.2.6	Yes
2812911946	278	97.12	1	278	1	278	0.0e+00	644	KO:K01815	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	EC:5.3.1.17	Yes
2812911947	253	97.63	1	253	1	253	0.0e+00	560	KO:K00065	2-deoxy-D-gluconate 3-dehydrogenase [EC:1.1.1.125]	EC:1.1.1.125	Yes
2812911948	472	97.03	1	472	1	472	0.0e+00	1030	KO:K02100	MFS transporter, SP family, arabinose:H+ symporter		Yes
2812911949	376	91.49	1	376	1	376	0.0e+00	856	KO:K01730	oligogalacturonide lyase [EC:4.2.2.6]	EC:4.2.2.6	Yes
2812911950	429	97.2	1	429	1	429	0.0e+00	976	KO:K10192	oligogalacturonide transport system substrate-binding protein		Yes
2812911951	375	96	1	375	1	375	0.0e+00	828	KO:K10195	oligogalacturonide transport system ATP-binding protein		Yes
2812911952	300	99	1	300	1	300	0.0e+00	696	KO:K10194	oligogalacturonide transport system permease protein		Yes
2812911953	256	99.61	1	256	1	256	0.0e+00	592	KO:K10193	oligogalacturonide transport system permease protein		Yes
2812911957	420	94.76	1	420	1	420	0.0e+00	917	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	Yes
2812911959	442	96.83	1	442	1	442	0.0e+00	964	KO:K02761	PTS system, cellobiose-specific IIC component		Yes
2812911960	475	91.33	1	473	1	473	0.0e+00	1060	KO:K05350	beta-glucosidase [EC:3.2.1.21]	EC:3.2.1.21	Yes
2812911961	257	95.72	1	257	1	257	0.0e+00	566	KO:K13637	GntR family transcriptional regulator, uxu operon transcriptional repressor		Yes
2812911963	335	97.6	1	334	1	334	0.0e+00	738	KO:K02529	LacI family transcriptional regulator		Yes
2812911966	719	91.93	1	719	52	770	0.0e+00	1520	KO:K05939	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]	EC:2.3.1.40	Yes
2812911966	719	91.93	1	719	52	770	0.0e+00	1520	KO:K05939	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]	EC:6.2.1.20	Yes
2812911967	396	94.87	7	396	8	397	0.0e+00	838	KO:K08227	MFS transporter, LPLT family, lysophospholipid transporter		Yes
2812911971	231	94.81	1	231	1	231	0.0e+00	502	KO:K03573	DNA mismatch repair protein MutH		Yes
2812911972	176	97.16	1	176	1	176	0.0e+00	421	KO:K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	EC:3.6.1.-	Yes
2812911973	748	94.25	1	748	1	748	0.0e+00	1590	KO:K08484	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	EC:2.7.3.9	Yes
2812911974	291	97.25	1	291	1	291	0.0e+00	675	KO:K13292	phosphatidylglycerol:prolipoprotein diacylglycerol transferase [EC:2.-.-.-]	EC:2.-	Yes
2812911975	264	96.21	1	264	1	264	0.0e+00	618	KO:K00560	thymidylate synthase [EC:2.1.1.45]	EC:2.1.1.45	Yes
2812911976	153	71.24	1	153	1	153	1.5e-83	276	KO:K02679	prepilin peptidase dependent protein A		Yes
2812911977	187	75.94	1	187	1	187	1.0e-103	337	KO:K02680	prepilin peptidase dependent protein B		Yes
2812911979	107	82.24	1	107	1	107	2.4e-63	213	KO:K02681	prepilin peptidase dependent protein C		Yes
2812911980	1123	89.94	1	1123	1	1123	0.0e+00	2380	KO:K03583	exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2812911981	962	93.66	1	962	1	962	0.0e+00	2090	KO:K01407	protease III [EC:3.4.24.55]	EC:3.4.24.55	Yes
2812911982	1186	86.51	1	1186	1	1182	0.0e+00	2360	KO:K03582	exodeoxyribonuclease V beta subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2812911983	610	81.25	1	606	1	607	0.0e+00	1100	KO:K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	EC:3.1.11.5	Yes
2812911984	443	97.74	1	443	1	443	0.0e+00	973	KO:K14682	amino-acid N-acetyltransferase [EC:2.3.1.1]	EC:2.3.1.1	Yes
2812911985	417	94.24	1	417	1	417	0.0e+00	882	KO:K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	EC:3.5.1.28	Yes
2812911988	368	96.2	1	368	1	368	0.0e+00	835	KO:K08304	membrane-bound lytic murein transglycosylase A		Yes
2812911990	149	85.14	1	148	1	148	2.0e-90	295	KO:K02426	cysteine desulfuration protein SufE		Yes
2812911991	401	92.52	1	401	1	401	0.0e+00	850	KO:K01766	cysteine sulfinate desulfinase [EC:4.4.1.-]	EC:4.4.1.-	Yes
2812911994	304	97.69	1	303	1	303	0.0e+00	672	KO:K03566	LysR family transcriptional regulator, glycine cleavage system transcriptional activator		Yes
2812911996	366	95.08	1	366	1	366	0.0e+00	830	KO:K06968	23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]	EC:2.1.1.186	Yes
2812911997	242	87.07	7	238	1	232	0.0e+00	467	KO:K02430	DeoR family transcriptional regulator, L-fucose operon activator		Yes
2812911998	347	82.61	1	345	25	366	0.0e+00	645	KO:K09612	alkaline phosphatase isozyme conversion protein [EC:3.4.11.-]	EC:3.4.11.-	Yes
2812911999	471	92.78	1	471	6	476	0.0e+00	977	KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	EC:1.3.1.76	Yes
2812911999	471	92.78	1	471	6	476	0.0e+00	977	KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	EC:2.1.1.107	Yes
2812911999	471	92.78	1	471	6	476	0.0e+00	977	KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	EC:4.99.1.4	Yes
2812912000	302	99.01	1	302	1	302	0.0e+00	703	KO:K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	EC:2.7.7.4	Yes
2812912001	475	95.79	1	475	1	475	0.0e+00	1030	KO:K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	EC:2.7.7.4	Yes
2812912002	201	94.53	1	201	1	201	0.0e+00	438	KO:K00860	adenylylsulfate kinase [EC:2.7.1.25]	EC:2.7.1.25	Yes
2812912004	112	92.73	1	110	1	110	8.2e-71	235	KO:K05589	cell division protein FtsB		Yes
2812912005	236	94.49	1	236	1	236	0.0e+00	509	KO:K00991	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	EC:2.7.7.60	Yes
2812912006	159	98.74	1	159	1	159	1.4e-113	362	KO:K01770	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]	EC:4.6.1.12	Yes
2812912007	349	92.26	1	349	1	349	0.0e+00	747	KO:K06176	tRNA pseudouridine13 synthase [EC:5.4.99.27]	EC:5.4.99.27	Yes
2812912008	253	96.84	1	253	1	253	0.0e+00	578	KO:K03787	5'-nucleotidase [EC:3.1.3.5]	EC:3.1.3.5	Yes
2812912009	208	96.15	1	208	1	208	0.0e+00	458	KO:K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	EC:2.1.1.77	Yes
2812912010	368	92.25	1	368	1	374	0.0e+00	774	KO:K06194	lipoprotein NlpD		Yes
2812912011	330	98.79	1	330	1	330	0.0e+00	726	KO:K03087	RNA polymerase nonessential primary-like sigma factor		Yes
2812912013	197	87.76	1	196	1	196	5.7e-125	398	KO:K03186	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	EC:4.1.1.98	Yes
2812912016	853	96.25	1	853	2	854	0.0e+00	1860	KO:K03555	DNA mismatch repair protein MutS		Yes
2812912024	268	89.93	1	268	1	268	0.0e+00	548	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2812912025	299	84.56	1	298	1	298	0.0e+00	592	KO:K18900	LysR family transcriptional regulator, regulator for bpeEF and oprC		Yes
2812912027	157	92.9	3	157	4	158	3.8e-99	320	KO:K09936	bacterial/archaeal transporter family-2 protein		Yes
2812912029	318	89.62	1	318	1	318	0.0e+00	660	KO:K03863	vanillate O-demethylase ferredoxin subunit [EC:1.14.13.82]	EC:1.14.13.82	Yes
2812912030	401	88.1	23	400	1	378	0.0e+00	773	KO:K01485	cytosine deaminase [EC:3.5.4.1]	EC:3.5.4.1	Yes
2812912032	292	96.58	1	292	1	292	0.0e+00	665	KO:K01470	creatinine amidohydrolase [EC:3.5.2.10]	EC:3.5.2.10	Yes
2812912033	323	96.9	1	323	1	323	0.0e+00	728	KO:K02051	NitT/TauT family transport system substrate-binding protein		Yes
2812912034	277	97.83	1	277	1	277	0.0e+00	604	KO:K02049	NitT/TauT family transport system ATP-binding protein		Yes
2812912035	267	97.38	1	267	1	267	0.0e+00	568	KO:K02050	NitT/TauT family transport system permease protein		Yes
2812912040	270	99.63	1	270	1	270	0.0e+00	639	KO:K07497	putative transposase		Yes
2812912041	92	100	1	92	1	92	9.0e-62	207	KO:K07483	transposase		Yes
2812912044	469	90.41	1	469	1	469	0.0e+00	992	KO:K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.6	Yes
2812912044	469	90.41	1	469	1	469	0.0e+00	992	KO:K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	EC:6.3.5.7	Yes
2812912045	190	91.44	1	187	1	187	1.7e-120	385	KO:K16137	TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon		Yes
2812912053	78	91.03	1	78	1	78	7.5e-48	167	KO:K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	EC:5.3.2.6	Yes
2812912056	214	90.05	14	214	1	201	0.0e+00	420	KO:K00799	glutathione S-transferase [EC:2.5.1.18]	EC:2.5.1.18	Yes
2812912058	472	88.25	5	471	1	468	0.0e+00	955	KO:K00375	GntR family transcriptional regulator / MocR family aminotransferase		Yes
2812912068	180	66.48	2	180	7	185	9.9e-87	288	KO:K03790	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	EC:2.3.1.128	Yes
2812912072	308	79.22	1	308	1	308	0.0e+00	549	KO:K07088	uncharacterized protein		Yes
2812912075	446	83.37	20	446	2	428	0.0e+00	890	KO:K07267	porin		Yes
2812912077	209	62.02	1	208	1	208	4.0e-100	329	KO:K06910	uncharacterized protein		Yes
2812912078	917	37.31	11	891	25	917	0.0e+00	596	KO:K13735	adhesin/invasin		Yes
2812912079	186	78.49	1	186	1	186	1.8e-98	322	KO:K08094	6-phospho-3-hexuloisomerase [EC:5.3.1.27]	EC:5.3.1.27	Yes
2812912083	478	78.53	1	475	1	475	0.0e+00	841	KO:K18139	outer membrane protein, multidrug efflux system		Yes
2812912084	1054	85.58	1	1054	1	1053	0.0e+00	2020	KO:K18138	multidrug efflux pump		Yes
2812912085	379	75.93	1	376	2	379	0.0e+00	635	KO:K03585	membrane fusion protein, multidrug efflux system		Yes
2812912087	253	80.32	1	249	1	249	0.0e+00	463	KO:K03478	chitin disaccharide deacetylase [EC:3.5.1.105]	EC:3.5.1.105	Yes
2812912088	451	90.42	1	449	1	449	0.0e+00	947	KO:K01222	6-phospho-beta-glucosidase [EC:3.2.1.86]	EC:3.2.1.86	Yes
2812912089	279	91.76	1	279	1	279	0.0e+00	599	KO:K03490	AraC family transcriptional regulator, dual regulator of chb operon		Yes
2812912090	452	93.58	1	452	1	452	0.0e+00	960	KO:K02761	PTS system, cellobiose-specific IIC component		Yes
2812912091	107	91.43	1	105	1	105	3.6e-61	207	KO:K02760	PTS system, cellobiose-specific IIB component [EC:2.7.1.69]	EC:2.7.1.69	Yes
2812912093	196	76.29	1	194	1	194	1.0e-107	349	KO:K00355	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	EC:1.6.5.2	Yes
2812912096	418	90.69	1	418	1	419	0.0e+00	899	KO:K15576	nitrate/nitrite transport system substrate-binding protein		Yes
2812912097	294	88.81	1	294	1	295	0.0e+00	605	KO:K15577	nitrate/nitrite transport system permease protein		Yes
2812912098	264	93.56	1	264	1	264	0.0e+00	566	KO:K15578	nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
